UNIQ_ID,mod_year,age,hour,drunk_dr,numoccs,deformed,motorcycle,rollover_binary,air_bag_deployed,speedrel_binary,fatality_target
130979_4_1,2008,21,12.0,0,1,6.0,0,0,1,0,1
130979_5_1,1995,66,12.0,0,3,6.0,0,1,0,0,0
130979_5_2,1995,15,12.0,0,3,6.0,0,1,0,0,0
130979_5_3,1995,42,12.0,0,3,6.0,0,1,0,0,0
130980_1_1,2011,50,21.0,0,1,6.0,0,0,1,0,0
130980_2_1,1998,47,21.0,0,1,6.0,1,0,0,0,1
130981_1_1,2001,27,19.0,0,1,6.0,0,0,0,0,0
130981_2_1,2011,27,19.0,0,1,6.0,1,0,0,1,1
130982_1_1,1997,18,21.0,0,1,6.0,0,0,1,0,1
130983_1_1,2010,36,21.0,1,1,6.0,0,0,1,0,1
130983_2_1,2014,55,21.0,1,2,6.0,0,0,0,0,0
130983_2_2,2014,36,21.0,1,2,6.0,0,0,0,0,0
130984_1_1,2003,18,18.0,0,1,6.0,0,1,0,0,1
130985_1_1,2012,38,1.0,0,1,6.0,0,0,1,0,1
130986_1_1,2012,35,2.0,0,1,6.0,0,0,1,0,1
130987_1_1,2008,71,22.0,0,4,4.0,0,0,0,0,0
130987_1_2,2008,68,22.0,0,4,4.0,0,0,0,0,0
130987_1_3,2008,73,22.0,0,4,4.0,0,0,0,0,0
130987_1_4,2008,90,22.0,0,4,4.0,0,0,0,0,0
130990_1_1,2007,24,7.0,1,1,4.0,0,0,0,0,0
130990_2_1,2009,31,7.0,1,1,6.0,1,0,0,0,1
130991_1_1,2014,65,17.0,0,1,6.0,1,0,0,0,1
130992_1_1,2000,22,1.0,0,2,6.0,0,1,0,0,1
130992_1_2,2000,22,1.0,0,2,6.0,0,1,0,0,0
130993_1_1,2012,34,21.0,0,1,6.0,0,0,0,0,1
130993_2_1,2001,31,21.0,0,2,6.0,0,0,1,0,0
130993_2_2,2001,27,21.0,0,2,6.0,0,0,1,0,0
130995_2_1,1994,76,18.0,0,2,6.0,0,0,0,0,1
130995_2_2,1994,29,18.0,0,2,6.0,0,0,0,0,0
130996_1_1,2014,42,1.0,1,1,6.0,0,0,1,0,1
130997_1_1,2007,55,9.0,0,1,2.0,0,0,0,0,1
130998_1_1,2006,85,11.0,0,1,6.0,0,0,1,0,1
130998_2_1,2010,28,11.0,0,1,2.0,0,0,0,0,0
130999_1_1,2002,22,2.0,1,5,6.0,0,0,0,0,0
130999_1_2,2002,23,2.0,1,5,6.0,0,0,0,0,1
130999_1_3,2002,28,2.0,1,5,6.0,0,0,0,0,0
130999_1_5,2002,32,2.0,1,5,6.0,0,0,0,0,0
131000_1_1,2010,51,9.0,0,1,4.0,0,0,0,0,0
131001_1_1,1996,29,5.0,0,2,6.0,0,0,1,1,1
131001_1_2,1996,32,5.0,0,2,6.0,0,0,1,1,0
131002_1_1,2001,53,20.0,0,1,6.0,0,0,0,0,0
131003_1_1,1999,34,1.0,0,1,4.0,0,0,0,0,0
131004_1_1,2002,69,21.0,0,1,6.0,0,0,0,0,0
131006_1_1,2002,78,12.0,0,1,6.0,0,0,1,0,1
131006_2_1,2006,56,12.0,0,1,6.0,0,0,0,0,0
131006_3_1,2015,29,12.0,0,3,6.0,0,0,1,0,0
131006_3_2,2015,4,12.0,0,3,6.0,0,0,0,0,0
131006_3_3,2015,2,12.0,0,3,6.0,0,0,0,0,0
131007_1_1,2002,22,19.0,1,1,6.0,0,0,0,1,1
131008_1_1,1997,43,18.0,0,1,6.0,1,0,0,0,1
131009_1_1,1999,19,17.0,0,1,6.0,0,0,1,1,1
131009_2_1,2015,43,17.0,0,2,4.0,0,0,0,0,0
131009_2_2,2015,29,17.0,0,2,4.0,0,0,0,0,0
131010_1_1,1990,64,0.0,0,1,4.0,0,0,1,0,0
131011_1_1,2014,17,10.0,0,1,6.0,0,0,1,0,1
131011_2_1,2000,58,10.0,0,4,6.0,0,0,1,0,0
131011_2_2,2000,36,10.0,0,4,6.0,0,0,1,0,0
131011_2_3,2000,18,10.0,0,4,6.0,0,0,0,0,0
131011_2_4,2000,57,10.0,0,4,6.0,0,0,0,0,0
131012_1_1,2012,57,15.0,0,1,6.0,0,0,1,0,0
131012_2_1,2004,79,15.0,0,1,6.0,0,0,1,0,1
131013_1_1,2000,80,8.0,0,1,6.0,0,0,0,0,0
131013_2_1,2001,31,8.0,0,1,6.0,0,0,0,0,1
131014_1_1,1999,21,13.0,0,2,6.0,0,1,0,0,0
131014_1_2,1999,2,13.0,0,2,6.0,0,1,0,0,1
131015_1_1,1997,50,23.0,1,2,6.0,0,1,1,0,1
131015_1_2,1997,57,23.0,1,2,6.0,0,1,0,0,1
131016_1_1,1994,37,3.0,0,1,6.0,0,0,1,1,1
131018_1_1,2000,36,10.0,0,2,4.0,0,0,0,0,0
131018_1_2,2000,23,10.0,0,2,4.0,0,0,0,0,0
131018_2_1,2000,55,10.0,0,1,6.0,1,0,0,0,1
131019_1_1,1996,16,22.0,0,2,6.0,0,1,1,0,1
131019_1_2,1996,18,22.0,0,2,6.0,0,1,1,0,0
131020_1_1,2006,31,21.0,1,2,6.0,0,1,1,0,1
131020_1_2,2006,9,21.0,1,2,6.0,0,1,1,0,0
131022_1_1,2007,72,22.0,0,4,4.0,0,0,0,0,0
131022_1_2,2007,21,22.0,0,4,4.0,0,0,0,0,0
131022_1_3,2007,22,22.0,0,4,4.0,0,0,0,0,0
131022_1_4,2007,23,22.0,0,4,4.0,0,0,0,0,0
131023_1_1,1993,19,2.0,1,3,6.0,0,0,0,1,1
131023_1_2,1993,19,2.0,1,3,6.0,0,0,0,1,0
131023_1_3,1993,27,2.0,1,3,6.0,0,0,0,1,0
131024_2_1,2013,26,23.0,0,1,6.0,0,0,1,0,1
131025_1_1,2002,17,6.0,0,1,6.0,0,1,1,0,1
131027_1_1,2002,69,14.0,0,1,6.0,1,0,0,0,1
131027_2_1,2006,31,14.0,0,1,6.0,0,0,1,0,0
131028_1_1,2004,82,11.0,0,1,4.0,0,0,1,0,1
131028_2_1,2010,84,11.0,0,2,6.0,0,0,1,0,0
131028_2_2,2010,80,11.0,0,2,6.0,0,0,1,0,0
131029_1_1,2006,64,9.0,0,1,6.0,0,0,1,0,1
131030_1_1,2006,30,19.0,0,4,6.0,0,0,1,0,0
131030_1_2,2006,35,19.0,0,4,6.0,0,0,1,0,1
131030_1_3,2006,6,19.0,0,4,6.0,0,0,0,0,0
131030_1_4,2006,8,19.0,0,4,6.0,0,0,0,0,0
131030_2_1,2005,51,19.0,0,1,6.0,0,0,1,0,0
131032_1_1,2015,25,6.0,0,3,6.0,0,0,1,0,0
131032_1_2,2015,1,6.0,0,3,6.0,0,0,1,0,1
131032_1_3,2015,3,6.0,0,3,6.0,0,0,1,0,0
131033_1_1,1996,20,19.0,1,1,6.0,0,0,0,1,1
131034_1_1,2000,60,9.0,0,1,4.0,0,0,0,0,0
131037_1_1,2013,47,18.0,0,1,2.0,0,0,0,0,0
131039_1_1,2007,18,11.0,0,1,6.0,0,0,1,1,1
131040_1_1,2010,72,11.0,0,2,6.0,0,0,1,0,1
131040_1_2,2010,75,11.0,0,2,6.0,0,0,1,0,0
131040_2_1,2005,41,11.0,0,1,6.0,0,0,1,0,0
131041_1_1,2015,27,16.0,0,2,6.0,0,0,1,0,0
131041_1_2,2015,60,16.0,0,2,6.0,0,0,1,0,1
131041_2_1,2006,30,16.0,0,1,6.0,0,0,1,0,0
131042_1_1,2002,39,7.0,0,4,4.0,0,0,0,0,0
131042_1_2,2002,21,7.0,0,4,4.0,0,0,0,0,0
131042_1_3,2002,1,7.0,0,4,4.0,0,0,0,0,0
131042_1_4,2002,10,7.0,0,4,4.0,0,0,0,0,0
131042_3_1,2005,47,7.0,0,1,6.0,0,0,0,0,0
131042_4_1,2013,59,7.0,0,1,2.0,0,0,0,0,0
131043_1_1,2001,39,22.0,1,1,6.0,0,1,1,1,1
131044_1_1,2007,21,13.0,0,1,6.0,1,0,0,1,1
131045_1_1,2005,23,13.0,0,1,6.0,0,1,0,0,1
131046_1_1,2002,22,22.0,1,1,6.0,0,0,1,0,1
131048_2_1,2011,25,18.0,1,1,6.0,1,0,0,0,1
131049_1_1,2013,71,17.0,0,1,6.0,0,0,1,0,1
131049_2_1,2006,22,17.0,0,3,6.0,0,0,1,0,0
131049_2_2,2006,2,17.0,0,3,6.0,0,0,0,0,0
131049_2_3,2006,7,17.0,0,3,6.0,0,0,0,0,0
131049_3_1,2006,40,17.0,0,3,6.0,0,0,0,0,0
131049_3_2,2006,12,17.0,0,3,6.0,0,0,0,0,0
131049_3_3,2006,4,17.0,0,3,6.0,0,0,0,0,0
131049_4_1,2006,41,17.0,0,1,0.0,0,0,0,0,0
131050_1_1,1997,77,17.0,0,2,0.0,0,0,0,0,0
131050_1_2,1997,101,17.0,0,2,0.0,0,0,0,0,1
131051_1_1,2004,38,22.0,0,1,4.0,0,0,1,0,0
131052_1_1,2004,16,0.0,0,3,6.0,0,1,0,0,0
131052_1_2,2004,17,0.0,0,3,6.0,0,1,0,0,0
131052_1_3,2004,18,0.0,0,3,6.0,0,1,0,0,1
131053_1_1,1997,31,23.0,1,1,6.0,0,0,0,0,1
131053_2_1,2005,24,23.0,1,2,6.0,0,0,1,0,0
131053_2_2,2005,49,23.0,1,2,6.0,0,0,1,0,0
131054_1_1,2008,24,0.0,1,1,6.0,0,0,0,0,1
131055_1_1,1991,24,21.0,0,1,6.0,0,1,0,1,1
131056_1_1,2009,23,1.0,0,2,6.0,0,1,1,0,0
131057_1_1,2008,23,2.0,0,1,6.0,1,0,0,1,1
131058_1_1,2007,55,19.0,1,1,6.0,1,0,0,1,1
131059_1_1,2000,22,2.0,1,1,6.0,0,0,1,0,1
131061_1_1,2000,40,11.0,0,1,6.0,0,0,1,0,1
131062_2_1,2013,60,21.0,0,1,2.0,0,0,0,0,0
131062_3_1,2007,53,21.0,0,1,2.0,0,0,0,0,0
131063_1_1,1992,86,15.0,0,1,6.0,0,0,1,0,1
131063_2_1,2003,24,15.0,0,1,6.0,0,0,1,0,0
131065_1_1,2005,40,19.0,0,1,6.0,0,0,1,1,0
131065_2_1,1997,68,19.0,0,1,6.0,0,0,1,0,1
131066_1_1,2001,35,10.0,0,1,6.0,0,0,0,0,0
131066_2_1,2003,71,10.0,0,2,6.0,0,1,0,0,0
131066_2_2,2003,63,10.0,0,2,6.0,0,1,0,0,1
131067_1_1,2011,25,19.0,0,1,6.0,0,0,0,0,0
131068_1_1,2012,31,0.0,0,1,4.0,0,0,0,1,0
131069_1_1,2007,26,18.0,0,1,6.0,0,0,1,0,1
131069_2_1,2009,48,18.0,0,1,6.0,0,0,0,0,0
131070_1_1,2000,23,21.0,1,2,6.0,0,0,0,0,1
131070_1_2,2000,24,21.0,1,2,6.0,0,0,1,0,1
131071_1_1,2001,26,8.0,0,1,6.0,0,0,1,0,1
131071_2_1,1999,71,8.0,0,1,6.0,0,0,0,0,0
131071_3_1,2000,52,8.0,0,1,4.0,0,0,0,0,0
131073_1_1,2000,60,6.0,0,1,6.0,0,0,1,0,1
131073_2_1,2013,37,6.0,0,1,4.0,0,0,1,0,0
131074_1_1,2002,22,23.0,1,1,6.0,0,1,1,0,1
131075_1_1,2015,32,15.0,0,2,4.0,0,0,0,0,0
131075_1_2,2015,14,15.0,0,2,4.0,0,0,0,0,0
131076_1_1,2002,46,0.0,1,1,6.0,1,0,0,0,1
131077_1_1,1992,17,7.0,0,2,6.0,0,0,1,0,1
131077_1_2,1992,15,7.0,0,2,6.0,0,0,1,0,1
131077_2_1,2003,44,7.0,0,1,4.0,0,0,1,0,0
131078_1_1,2012,50,13.0,1,1,6.0,0,0,1,0,1
131079_1_1,2015,44,10.0,0,1,6.0,0,1,0,0,1
131079_2_1,1994,55,10.0,0,1,6.0,0,0,1,0,0
131079_3_1,2007,56,10.0,0,1,6.0,0,0,0,0,0
131080_1_1,2009,30,1.0,1,1,6.0,0,0,1,0,1
131080_2_1,2016,40,1.0,1,6,6.0,0,1,1,0,0
131080_2_2,2016,20,1.0,1,6,6.0,0,1,1,0,0
131080_2_3,2016,50,1.0,1,6,6.0,0,1,1,0,0
131080_2_4,2016,42,1.0,1,6,6.0,0,1,1,0,0
131080_2_5,2016,20,1.0,1,6,6.0,0,1,1,0,0
131080_2_6,2016,6,1.0,1,6,6.0,0,1,1,0,0
131080_3_1,2005,74,1.0,1,2,6.0,0,0,1,0,0
131080_3_2,2005,68,1.0,1,2,6.0,0,0,1,0,0
131081_1_1,1997,38,19.0,0,1,2.0,0,0,0,0,0
131082_1_1,2006,42,1.0,0,1,6.0,0,0,0,0,0
131082_3_1,2005,25,1.0,0,1,6.0,0,0,0,0,0
131084_1_1,2003,58,20.0,0,1,6.0,0,0,0,0,1
131084_2_1,2007,53,20.0,0,1,6.0,0,0,1,0,0
131085_1_1,1989,70,10.0,0,1,6.0,0,0,0,0,1
131086_1_1,1996,36,2.0,1,2,6.0,0,1,1,0,1
131086_1_2,1996,34,2.0,1,2,6.0,0,1,1,0,0
131087_1_1,2015,33,18.0,0,2,6.0,0,1,1,1,1
131087_1_2,2015,29,18.0,0,2,6.0,0,1,1,1,1
131088_1_1,1998,54,20.0,1,2,6.0,0,0,0,0,1
131088_1_2,1998,53,20.0,1,2,6.0,0,0,0,0,1
131089_1_1,2012,28,19.0,0,1,4.0,0,0,0,0,0
131089_2_1,2007,22,19.0,0,1,6.0,1,0,0,0,1
131091_1_1,2006,23,19.0,0,1,6.0,0,0,1,0,1
131092_1_1,2011,22,14.0,0,4,2.0,0,0,0,0,0
131092_1_2,2011,26,14.0,0,4,2.0,0,0,0,0,0
131092_1_3,2011,4,14.0,0,4,2.0,0,0,0,0,0
131092_1_4,2011,1,14.0,0,4,2.0,0,0,0,0,0
131094_1_1,2009,26,0.0,0,2,6.0,0,0,0,0,1
131094_1_2,2009,26,0.0,0,2,6.0,0,0,0,0,0
131094_2_1,2001,62,0.0,0,1,4.0,0,0,0,0,0
131095_1_2,2006,8,0.0,1,3,6.0,0,0,0,1,0
131095_1_3,2006,10,0.0,1,3,6.0,0,0,0,1,0
131096_1_1,2011,39,21.0,0,1,2.0,0,0,0,0,0
131097_1_1,1993,81,15.0,0,3,6.0,0,0,0,0,1
131097_1_2,1993,14,15.0,0,3,6.0,0,0,0,0,0
131097_1_3,1993,10,15.0,0,3,6.0,0,0,0,0,1
131098_1_1,2006,34,7.0,0,1,6.0,0,0,0,1,1
131098_2_1,2007,52,7.0,0,1,6.0,0,0,1,0,0
131099_1_1,2004,62,11.0,0,1,6.0,0,0,1,0,1
131099_2_1,2001,32,11.0,0,1,6.0,0,0,0,0,0
131100_1_1,2012,38,7.0,0,1,6.0,0,0,1,0,0
131100_2_1,2005,45,7.0,0,2,6.0,0,0,1,0,0
131100_2_2,2005,77,7.0,0,2,6.0,0,0,1,0,1
131101_1_1,2012,54,12.0,0,1,6.0,0,0,0,0,1
131101_2_1,2015,63,12.0,0,2,6.0,0,0,0,0,0
131101_2_2,2015,60,12.0,0,2,6.0,0,0,0,0,0
131102_1_1,2004,26,18.0,0,1,2.0,0,0,0,0,0
131102_2_1,2008,24,18.0,0,1,4.0,0,0,0,0,0
131103_1_1,2008,52,5.0,0,1,2.0,0,0,0,0,0
131103_2_1,2014,20,5.0,0,1,6.0,0,0,0,0,1
131104_1_1,2003,59,21.0,1,3,6.0,0,1,1,1,1
131104_1_2,2003,53,21.0,1,3,6.0,0,1,1,1,1
131104_1_3,2003,44,21.0,1,3,6.0,0,1,0,1,0
131105_1_1,2003,31,17.0,0,1,6.0,0,0,0,1,1
131105_2_1,1994,20,17.0,0,1,4.0,0,0,0,0,0
131105_3_1,1999,37,17.0,0,1,6.0,0,0,1,0,0
131106_1_1,2002,23,2.0,0,3,6.0,0,0,0,0,0
131106_1_2,2002,3,2.0,0,3,6.0,0,0,0,0,1
131106_1_3,2002,1,2.0,0,3,6.0,0,0,0,0,0
131106_2_1,2008,37,2.0,0,1,6.0,0,0,1,0,0
131107_1_1,2008,47,13.0,0,1,4.0,0,0,0,0,0
131107_2_1,2015,26,13.0,0,1,6.0,1,0,0,1,1
131108_1_1,2007,79,15.0,0,1,6.0,0,0,0,0,1
131108_2_1,2006,65,15.0,0,2,6.0,0,0,1,0,0
131108_2_2,2006,89,15.0,0,2,6.0,0,0,1,0,0
131109_1_1,1999,46,2.0,0,1,6.0,0,0,0,0,1
131111_1_1,2007,25,10.0,0,1,4.0,0,0,0,0,0
131111_2_1,2015,26,10.0,0,3,4.0,0,0,0,0,0
131111_2_2,2015,53,10.0,0,3,4.0,0,0,0,0,1
131111_2_3,2015,0,10.0,0,3,4.0,0,0,0,0,0
131112_1_1,2005,49,12.0,0,1,4.0,0,0,0,0,0
131112_2_1,2002,15,12.0,0,2,6.0,0,0,1,0,0
131112_2_2,2002,75,12.0,0,2,6.0,0,0,1,0,1
131113_1_1,2005,42,18.0,1,3,6.0,0,0,1,1,1
131113_1_2,2005,8,18.0,1,3,6.0,0,0,1,1,0
131113_1_3,2005,20,18.0,1,3,6.0,0,0,0,1,0
131114_2_1,2000,46,13.0,0,1,6.0,0,0,0,0,0
131115_1_1,2001,49,15.0,0,2,6.0,0,1,0,0,1
131115_1_2,2001,34,15.0,0,2,6.0,0,1,0,0,0
131116_1_1,2005,28,20.0,1,1,4.0,0,0,0,0,0
131117_1_1,2004,78,18.0,1,2,2.0,0,0,0,0,0
131117_1_2,2004,76,18.0,1,2,2.0,0,0,0,0,0
131118_1_1,2014,29,4.0,1,1,6.0,0,1,1,1,1
131119_1_1,2008,31,15.0,0,3,6.0,0,0,1,0,0
131119_1_2,2008,12,15.0,0,3,6.0,0,0,1,0,0
131119_1_3,2008,5,15.0,0,3,6.0,0,0,1,0,0
131119_2_4,1999,5,15.0,0,7,6.0,0,1,0,0,0
131119_2_5,1999,4,15.0,0,7,6.0,0,1,0,0,1
131119_2_6,1999,4,15.0,0,7,6.0,0,1,0,0,0
131119_2_7,1999,2,15.0,0,7,6.0,0,1,0,0,0
131120_1_1,2013,56,20.0,1,1,6.0,0,0,0,0,1
131120_2_1,2015,40,20.0,1,3,6.0,0,0,1,0,0
131120_2_2,2015,30,20.0,1,3,6.0,0,0,1,0,0
131120_2_3,2015,57,20.0,1,3,6.0,0,0,1,0,0
131121_1_1,1995,20,0.0,0,3,6.0,0,0,1,0,0
131121_1_2,1995,2,0.0,0,3,6.0,0,0,0,0,1
131121_1_3,1995,1,0.0,0,3,6.0,0,0,0,0,0
131121_2_1,2016,44,0.0,0,2,6.0,0,0,0,0,0
131121_2_2,2016,43,0.0,0,2,6.0,0,0,0,0,0
131122_1_1,2011,26,19.0,0,2,4.0,0,0,0,0,0
131122_1_2,2011,26,19.0,0,2,4.0,0,0,0,0,0
131123_1_1,2002,33,7.0,1,1,6.0,0,1,1,0,1
131124_1_1,1997,24,12.0,1,3,6.0,0,0,0,1,1
131124_1_2,1997,29,12.0,1,3,6.0,0,0,0,1,1
131124_1_3,1997,3,12.0,1,3,6.0,0,0,0,1,0
131124_2_1,2009,30,12.0,1,1,6.0,0,0,1,0,0
131126_1_1,1998,81,5.0,0,1,6.0,0,0,0,0,1
131127_1_1,1985,53,19.0,0,2,4.0,0,0,0,0,0
131127_1_2,1985,50,19.0,0,2,4.0,0,0,0,0,0
131129_1_1,2016,45,21.0,0,1,4.0,0,0,0,0,0
131130_1_1,2003,51,15.0,0,2,6.0,1,0,0,0,0
131130_1_2,2003,56,15.0,0,2,6.0,1,0,0,0,1
131132_1_2,2013,33,1.0,0,2,4.0,0,0,0,0,1
131135_1_1,2005,26,0.0,1,1,6.0,1,0,0,1,1
131135_2_1,2006,58,0.0,1,1,4.0,0,0,0,0,0
131138_1_1,2003,61,20.0,0,1,6.0,0,0,0,0,0
131139_1_1,1992,42,22.0,1,1,6.0,0,1,0,1,1
131140_2_1,2009,32,6.0,1,1,6.0,0,0,1,0,0
131141_1_1,2011,48,18.0,0,1,6.0,0,0,0,0,0
131142_1_1,2001,41,18.0,0,2,6.0,0,1,1,0,0
131142_1_2,2001,35,18.0,0,2,6.0,0,1,1,0,1
131142_2_1,2001,43,18.0,0,1,6.0,0,0,1,0,0
131143_1_1,2012,65,13.0,0,3,6.0,0,0,1,0,0
131143_1_2,2012,64,13.0,0,3,6.0,0,0,1,0,0
131143_1_3,2012,85,13.0,0,3,6.0,0,0,0,0,1
131144_1_1,1999,75,17.0,0,1,6.0,0,0,1,0,1
131144_2_1,2006,37,17.0,0,1,6.0,0,0,1,0,0
131145_1_1,2007,88,16.0,0,1,6.0,0,0,0,0,1
131145_2_1,2001,53,16.0,0,1,4.0,0,0,0,0,0
131146_1_1,1997,89,15.0,0,1,6.0,0,0,1,0,1
131146_2_1,1989,46,15.0,0,1,6.0,0,0,1,0,0
131147_1_1,2007,52,16.0,0,1,6.0,1,0,0,0,1
131147_2_1,2015,54,16.0,0,1,4.0,0,0,0,0,0
131148_1_1,1997,35,21.0,1,1,6.0,0,0,1,0,0
131148_2_1,1998,24,21.0,1,6,6.0,0,0,1,0,0
131148_2_2,1998,23,21.0,1,6,6.0,0,0,1,0,0
131148_2_3,1998,40,21.0,1,6,6.0,0,0,0,0,0
131148_2_4,1998,4,21.0,1,6,6.0,0,0,0,0,0
131148_2_5,1998,6,21.0,1,6,6.0,0,0,0,0,0
131148_2_6,1998,35,21.0,1,6,6.0,0,0,0,0,1
131149_1_1,2011,35,23.0,0,1,4.0,0,0,0,0,0
131150_1_1,1996,18,14.0,0,2,6.0,0,0,0,1,0
131150_1_2,1996,19,14.0,0,2,6.0,0,0,0,1,1
131151_1_1,2012,82,17.0,0,1,6.0,0,0,1,0,1
131152_1_1,1999,52,6.0,0,1,4.0,0,0,0,0,0
131153_1_1,2011,53,11.0,0,1,6.0,0,0,1,0,0
131153_2_1,2006,49,11.0,0,1,6.0,0,0,1,0,1
131154_1_1,2000,85,14.0,0,2,6.0,0,1,0,0,1
131154_1_2,2000,56,14.0,0,2,6.0,0,1,0,0,1
131154_2_1,2007,48,14.0,0,1,4.0,0,0,0,0,0
131155_2_1,1996,53,18.0,0,1,0.0,0,0,0,0,0
131156_1_1,1994,79,12.0,0,1,6.0,0,0,1,0,1
131156_2_1,2001,15,12.0,0,2,6.0,0,0,1,0,0
131156_2_2,2001,63,12.0,0,2,6.0,0,0,1,0,0
131157_1_1,2003,24,16.0,0,1,6.0,0,0,0,1,1
131157_2_1,1996,27,16.0,0,1,6.0,0,0,0,0,0
131157_3_1,1998,66,16.0,0,1,6.0,0,0,1,0,0
131158_1_1,2001,19,22.0,0,1,6.0,0,1,1,1,1
131160_1_1,2006,17,19.0,0,2,6.0,0,0,1,0,1
131160_1_2,2006,15,19.0,0,2,6.0,0,0,1,0,1
131161_1_1,2011,63,8.0,0,1,6.0,0,0,1,0,1
131163_1_1,2008,46,9.0,0,1,6.0,0,0,1,0,1
131163_3_1,2008,75,9.0,0,1,6.0,0,0,0,0,0
131163_4_1,2013,59,9.0,0,3,4.0,0,0,0,0,0
131163_4_2,2013,39,9.0,0,3,4.0,0,0,0,0,0
131163_4_3,2013,58,9.0,0,3,4.0,0,0,0,0,0
131164_1_1,2007,69,17.0,0,1,4.0,0,0,0,0,0
131165_1_1,2009,26,21.0,0,1,4.0,0,0,0,0,0
131166_1_1,2005,69,19.0,0,3,6.0,0,0,0,0,0
131166_1_2,2005,75,19.0,0,3,6.0,0,0,0,0,0
131166_1_3,2005,93,19.0,0,3,6.0,0,0,0,0,1
131166_2_1,2014,24,19.0,0,2,2.0,0,0,0,0,0
131166_2_2,2014,25,19.0,0,2,2.0,0,0,0,0,0
131167_1_1,2015,31,11.0,1,1,6.0,0,1,1,0,1
131168_1_1,2009,16,14.0,0,3,0.0,0,0,0,0,0
131168_1_2,2009,16,14.0,0,3,0.0,0,0,0,0,0
131168_1_3,2009,16,14.0,0,3,0.0,0,0,0,0,1
131169_1_1,2006,37,14.0,0,2,6.0,0,0,1,1,1
131169_1_2,2006,36,14.0,0,2,6.0,0,0,1,1,0
131170_1_1,2004,38,13.0,1,1,6.0,0,1,0,0,1
131170_2_1,2009,33,13.0,1,1,2.0,0,0,0,0,0
131171_1_1,2008,23,2.0,1,1,6.0,0,1,1,0,1
131172_1_1,2015,25,0.0,0,1,6.0,0,0,1,0,1
131173_1_1,2002,76,15.0,0,2,6.0,0,0,1,0,0
131173_1_2,2002,75,15.0,0,2,6.0,0,0,1,0,1
131173_2_1,2007,33,15.0,0,1,4.0,0,0,0,0,0
131176_1_1,2001,58,11.0,0,1,4.0,0,0,0,0,0
131177_1_1,2008,58,5.0,0,1,4.0,0,0,0,0,0
131179_1_1,2005,32,18.0,0,3,4.0,0,0,0,0,0
131179_1_2,2005,43,18.0,0,3,4.0,0,0,0,0,0
131179_1_3,2005,2,18.0,0,3,4.0,0,0,0,0,0
131180_1_1,1999,24,21.0,1,1,6.0,0,0,1,0,1
131181_1_1,2013,26,14.0,0,1,6.0,0,0,1,1,0
131181_2_1,2005,27,14.0,0,3,6.0,0,1,0,0,0
131181_2_2,2005,28,14.0,0,3,6.0,0,1,0,0,1
131181_2_3,2005,5,14.0,0,3,6.0,0,1,0,0,1
131182_1_1,2006,47,22.0,1,1,6.0,0,0,1,0,0
131182_2_1,1996,21,22.0,1,2,6.0,0,0,1,0,1
131182_2_2,1996,20,22.0,1,2,6.0,0,0,0,0,0
131183_1_1,2002,20,12.0,0,1,4.0,0,0,0,0,0
131183_2_1,2011,59,12.0,0,2,4.0,0,0,0,0,0
131183_2_2,2011,65,12.0,0,2,4.0,0,0,0,0,0
131183_3_1,2004,50,12.0,0,3,6.0,0,0,1,0,0
131183_3_2,2004,53,12.0,0,3,6.0,0,0,1,0,0
131183_3_3,2004,9,12.0,0,3,6.0,0,0,1,0,0
131183_4_1,2015,24,12.0,0,1,4.0,0,0,0,0,0
131183_5_1,2001,37,12.0,0,5,4.0,0,0,0,0,0
131183_5_2,2001,32,12.0,0,5,4.0,0,0,0,0,0
131183_5_3,2001,7,12.0,0,5,4.0,0,0,0,0,0
131183_5_4,2001,0,12.0,0,5,4.0,0,0,0,0,0
131183_5_5,2001,12,12.0,0,5,4.0,0,0,0,0,1
131183_6_1,2011,36,12.0,0,1,6.0,0,0,0,0,0
131184_1_1,2009,36,22.0,0,1,4.0,0,0,0,0,0
131185_1_1,2001,48,22.0,1,1,6.0,0,0,1,0,1
131186_1_1,2015,61,20.0,0,1,2.0,0,0,0,0,0
131187_1_1,1999,23,22.0,0,2,6.0,0,0,0,0,1
131187_1_2,1999,22,22.0,0,2,6.0,0,0,0,0,0
131187_2_1,2013,19,22.0,0,2,6.0,0,0,0,0,0
131187_2_2,2013,18,22.0,0,2,6.0,0,0,0,0,0
131188_1_1,2005,18,23.0,0,4,6.0,0,0,1,0,1
131189_1_1,2015,36,1.0,0,1,2.0,0,0,0,0,0
131190_1_1,2007,37,18.0,0,1,4.0,0,0,0,0,0
131191_1_1,2014,36,1.0,1,2,6.0,0,0,0,0,1
131191_1_2,2014,34,1.0,1,2,6.0,0,0,0,0,0
131192_1_1,2005,52,19.0,0,4,6.0,0,0,1,0,0
131192_1_2,2005,15,19.0,0,4,6.0,0,0,1,0,1
131192_1_3,2005,12,19.0,0,4,6.0,0,0,0,0,1
131192_1_4,2005,9,19.0,0,4,6.0,0,0,0,0,0
131193_1_1,2015,54,13.0,0,1,6.0,0,0,0,0,0
131193_2_1,2010,81,13.0,0,2,6.0,0,0,0,0,1
131193_2_2,2010,84,13.0,0,2,6.0,0,0,0,0,1
131194_2_1,2010,77,11.0,0,1,6.0,0,0,1,0,1
131195_1_1,2004,25,14.0,0,1,6.0,1,0,0,1,1
131196_1_1,2004,87,14.0,0,2,6.0,0,0,0,0,0
