UNIQ_ID,mod_year,age,hour,drunk_dr,numoccs,deformed,motorcycle,rollover_binary,air_bag_deployed,speedrel_binary,fatality_target
482063_2_1,2003,74,16.0,0,1,2.0,0,0,0,0,0
482065_1_1,2000,20,4.0,0,1,6.0,0,0,0,1,0
482065_2_1,1997,79,4.0,0,1,6.0,0,0,0,1,1
482068_1_1,2011,20,1.0,1,1,6.0,0,0,0,1,0
482069_1_1,2003,35,0.0,0,2,2.0,0,0,0,0,0
482069_1_2,2003,16,0.0,0,2,2.0,0,0,0,0,0
482074_1_1,2004,29,14.0,0,1,0.0,0,0,0,0,0
482076_1_1,2013,38,13.0,1,3,6.0,0,0,1,0,0
482076_1_2,2013,49,13.0,1,3,6.0,0,0,0,0,0
482076_1_3,2013,8,13.0,1,3,6.0,0,0,0,0,0
482079_1_1,2011,24,8.0,0,1,2.0,0,0,0,0,0
482080_1_1,2003,16,21.0,0,3,6.0,0,1,1,1,1
482080_1_2,2003,16,21.0,0,3,6.0,0,1,1,1,0
482080_1_3,2003,15,21.0,0,3,6.0,0,1,1,1,0
482081_1_1,2015,49,9.0,0,2,6.0,0,0,1,0,0
482081_1_2,2015,49,9.0,0,2,6.0,0,0,1,0,1
482082_1_1,2005,34,23.0,0,1,2.0,0,0,0,0,0
482084_1_1,2002,21,14.0,0,1,6.0,0,1,1,0,1
482085_1_1,2009,53,23.0,0,1,2.0,0,0,0,0,0
482086_1_1,2010,35,17.0,0,1,6.0,0,0,1,0,1
482089_1_1,2006,25,15.0,0,1,6.0,0,0,0,0,0
482089_2_1,2007,24,15.0,0,1,6.0,0,0,1,0,1
482089_3_1,2006,21,15.0,0,1,6.0,0,0,1,0,0
482094_1_1,2008,35,4.0,0,1,6.0,0,1,1,1,0
482095_1_1,2007,43,10.0,0,5,6.0,0,0,1,1,0
482095_1_2,2007,63,10.0,0,5,6.0,0,0,1,1,1
482095_1_3,2007,15,10.0,0,5,6.0,0,0,1,1,0
482095_1_4,2007,36,10.0,0,5,6.0,0,0,1,1,1
482095_1_5,2007,8,10.0,0,5,6.0,0,0,1,1,0
482095_3_1,2004,54,10.0,0,3,4.0,0,0,0,0,0
482095_3_2,2004,16,10.0,0,3,4.0,0,0,0,0,0
482095_3_3,2004,15,10.0,0,3,4.0,0,0,0,0,0
482096_1_1,1997,21,23.0,1,1,6.0,0,1,0,0,1
482097_1_1,2013,26,2.0,0,1,6.0,0,0,1,0,0
482097_3_1,2006,39,2.0,0,1,4.0,0,0,0,0,0
482097_4_1,2003,27,2.0,0,2,0.0,0,0,0,0,0
482097_4_2,2003,29,2.0,0,2,0.0,0,0,0,0,0
482099_1_1,2015,19,10.0,0,1,2.0,1,0,0,0,1
482102_1_1,2002,43,5.0,0,1,6.0,0,0,0,0,0
482104_1_1,2001,67,13.0,0,1,6.0,0,0,1,1,1
482104_2_1,2006,22,13.0,0,1,6.0,0,0,1,0,0
482105_1_1,2013,24,20.0,0,4,6.0,0,1,1,0,0
482105_1_2,2013,49,20.0,0,4,6.0,0,1,1,0,0
482105_1_3,2013,6,20.0,0,4,6.0,0,1,1,0,0
482105_1_4,2013,53,20.0,0,4,6.0,0,1,1,0,1
482106_1_1,2004,19,20.0,0,1,6.0,0,0,1,0,0
482106_2_1,2013,38,20.0,0,2,6.0,0,0,1,0,1
482106_2_2,2013,22,20.0,0,2,6.0,0,0,1,0,0
482106_3_1,2003,36,20.0,0,2,6.0,0,0,0,0,0
482106_3_2,2003,11,20.0,0,2,6.0,0,0,0,0,0
482107_1_1,2004,31,22.0,0,1,6.0,0,0,0,0,0
482108_1_1,2010,22,6.0,0,1,6.0,0,1,1,1,1
482109_1_1,2003,67,15.0,0,2,6.0,0,1,0,0,0
482109_1_2,2003,66,15.0,0,2,6.0,0,1,0,0,1
482110_2_1,2006,46,18.0,0,1,6.0,0,0,0,0,0
482111_1_1,2005,33,5.0,0,1,2.0,0,0,0,0,0
482115_1_1,2014,21,11.0,0,1,6.0,0,0,1,0,0
482115_2_1,2004,47,11.0,0,6,6.0,0,0,1,0,0
482115_2_2,2004,44,11.0,0,6,6.0,0,0,1,0,0
482115_2_3,2004,74,11.0,0,6,6.0,0,0,1,0,1
482115_2_4,2004,75,11.0,0,6,6.0,0,0,0,0,0
482115_2_5,2004,74,11.0,0,6,6.0,0,0,0,0,0
482115_2_6,2004,69,11.0,0,6,6.0,0,0,0,0,0
482116_2_1,1998,31,10.0,0,2,2.0,0,0,0,0,0
482116_2_2,1998,36,10.0,0,2,2.0,0,0,0,0,0
482117_1_1,2009,21,20.0,0,1,2.0,0,0,1,0,0
482117_2_1,1957,72,20.0,0,1,2.0,0,0,0,0,1
482118_1_1,2010,30,2.0,1,1,6.0,1,0,0,0,1
482119_1_2,2006,1,2.0,1,2,6.0,0,0,0,0,1
482122_1_1,1999,23,23.0,0,4,6.0,0,1,0,0,0
482122_1_2,1999,24,23.0,0,4,6.0,0,1,0,0,0
482122_1_3,1999,1,23.0,0,4,6.0,0,1,0,0,0
482122_1_4,1999,21,23.0,0,4,6.0,0,1,0,0,1
482123_1_1,1996,52,23.0,0,1,6.0,0,1,0,0,1
482124_1_1,2015,37,6.0,0,1,6.0,0,1,0,0,1
482125_1_1,2004,29,7.0,0,1,2.0,0,0,0,0,0
482125_2_1,2009,44,7.0,0,5,6.0,0,1,0,0,0
482125_2_2,2009,14,7.0,0,5,6.0,0,1,0,0,1
482125_2_3,2009,17,7.0,0,5,6.0,0,1,0,0,0
482125_2_4,2009,17,7.0,0,5,6.0,0,1,0,0,0
482125_2_5,2009,17,7.0,0,5,6.0,0,1,0,0,1
482126_1_1,1986,59,12.0,0,1,6.0,0,0,0,0,0
482127_2_1,2015,60,20.0,0,1,6.0,0,0,0,0,0
482128_1_1,2002,17,23.0,0,99,2.0,0,0,0,0,0
482129_1_1,2014,52,7.0,0,1,2.0,0,0,0,0,0
482129_2_1,2006,49,7.0,0,1,6.0,0,1,0,0,1
482130_1_1,2007,30,15.0,0,1,2.0,0,0,0,0,0
482131_1_1,2009,56,0.0,1,1,2.0,0,0,0,0,0
482131_2_1,1998,29,0.0,1,1,6.0,0,0,1,1,1
482132_1_1,2014,68,18.0,1,1,6.0,0,0,1,0,1
482133_1_1,2013,84,9.0,0,1,6.0,0,0,1,0,0
482134_1_1,2005,34,5.0,0,1,6.0,0,0,1,1,0
482134_2_1,1998,29,5.0,0,3,6.0,0,0,0,0,0
482134_2_2,1998,32,5.0,0,3,6.0,0,0,0,0,0
482134_2_3,1998,28,5.0,0,3,6.0,0,0,0,0,1
482135_2_1,2009,20,15.0,0,1,2.0,0,0,0,0,0
482136_1_1,2004,17,17.0,0,2,6.0,0,0,1,1,0
482136_1_2,2004,18,17.0,0,2,6.0,0,0,1,1,1
482137_2_1,1995,70,15.0,0,4,6.0,0,0,1,0,0
482137_2_2,1995,69,15.0,0,4,6.0,0,0,1,0,0
482137_2_3,1995,59,15.0,0,4,6.0,0,0,1,0,0
482137_2_4,1995,61,15.0,0,4,6.0,0,0,1,0,0
482138_1_1,2011,24,13.0,0,1,6.0,0,1,1,1,1
482138_2_1,2003,24,13.0,0,3,6.0,0,0,1,1,0
482138_2_2,2003,22,13.0,0,3,6.0,0,0,1,1,0
482138_2_3,2003,23,13.0,0,3,6.0,0,0,0,1,0
482139_1_1,2001,55,0.0,1,1,6.0,0,0,1,0,1
482140_3_1,2007,64,8.0,0,1,6.0,0,0,1,0,0
482141_1_1,2005,32,20.0,0,1,2.0,0,0,0,0,0
482142_1_1,2003,24,23.0,0,1,6.0,0,0,0,0,0
482143_1_1,1999,47,2.0,2,1,6.0,0,0,1,0,1
482143_2_1,2015,38,2.0,2,1,6.0,0,0,1,0,1
482144_2_1,2001,49,12.0,0,4,6.0,0,1,0,0,1
482144_2_2,2001,42,12.0,0,4,6.0,0,1,0,0,1
482144_2_3,2001,4,12.0,0,4,6.0,0,1,0,0,1
482144_2_4,2001,6,12.0,0,4,6.0,0,1,0,0,1
482144_3_1,2015,16,12.0,0,2,6.0,0,1,1,0,0
482144_3_2,2015,15,12.0,0,2,6.0,0,1,1,0,0
482145_2_1,2014,28,19.0,0,2,6.0,0,0,1,0,0
482145_2_2,2014,36,19.0,0,2,6.0,0,0,1,0,1
482145_5_1,2008,32,19.0,0,3,6.0,0,0,0,0,0
482145_5_2,2008,33,19.0,0,3,6.0,0,0,0,0,0
482145_5_3,2008,0,19.0,0,3,6.0,0,0,1,0,0
482145_6_1,2008,36,19.0,0,1,6.0,0,0,1,0,0
482146_1_1,1991,30,20.0,1,1,6.0,0,0,0,0,1
482146_2_1,2013,34,20.0,1,1,6.0,0,0,0,0,0
482147_1_1,2000,25,4.0,0,2,6.0,0,1,0,0,1
482147_1_2,2000,34,4.0,0,2,6.0,0,1,0,0,0
482148_1_1,2015,44,12.0,0,1,6.0,0,0,0,0,0
482148_2_1,2008,53,12.0,0,1,6.0,0,0,1,0,1
482149_1_1,1991,23,2.0,1,1,6.0,0,1,0,0,1
482149_2_1,1995,22,2.0,1,1,2.0,0,0,0,0,0
482151_1_2,2012,42,17.0,0,4,6.0,0,1,0,0,1
482151_1_3,2012,11,17.0,0,4,6.0,0,1,0,0,0
482151_1_4,2012,74,17.0,0,4,6.0,0,1,0,0,0
482152_1_1,2002,62,6.0,0,1,6.0,0,0,0,0,1
482154_2_1,2000,21,8.0,0,1,6.0,0,0,1,0,0
482157_1_1,2006,41,17.0,0,1,6.0,1,0,0,1,1
482158_1_1,1999,53,5.0,0,1,6.0,0,0,0,0,0
482158_2_1,2002,23,5.0,0,1,6.0,0,0,0,0,1
482160_2_1,1998,55,17.0,0,1,6.0,0,0,1,0,1
482161_1_1,2002,60,17.0,0,2,4.0,0,0,0,0,0
482161_1_2,2002,59,17.0,0,2,4.0,0,0,0,0,0
482161_2_1,2015,79,17.0,0,1,6.0,0,0,1,1,1
482162_1_1,2016,23,10.0,0,2,6.0,0,0,0,0,0
482162_1_2,2016,33,10.0,0,2,6.0,0,0,0,0,0
482162_2_1,2009,66,10.0,0,1,6.0,0,0,0,0,1
482162_3_1,1997,36,10.0,0,1,6.0,0,0,0,0,0
482162_4_1,2001,57,10.0,0,1,2.0,0,0,0,0,0
482162_5_1,2007,47,10.0,0,1,4.0,0,0,0,0,0
482163_1_1,2001,24,21.0,0,3,6.0,0,0,1,0,0
482163_1_2,2001,46,21.0,0,3,6.0,0,0,1,0,0
482163_1_3,2001,12,21.0,0,3,6.0,0,0,0,0,0
482163_2_1,2006,29,21.0,0,1,6.0,0,0,0,0,1
482164_1_1,2004,19,5.0,0,1,2.0,0,0,0,0,1
482165_1_1,2015,58,16.0,0,1,6.0,0,0,1,1,0
482165_2_1,2008,35,16.0,0,1,6.0,0,0,1,0,1
482165_3_1,2012,39,16.0,0,1,6.0,0,0,0,0,0
482165_4_1,2004,25,16.0,0,2,4.0,0,0,0,0,0
482165_4_2,2004,25,16.0,0,2,4.0,0,0,0,0,0
482165_5_1,2009,33,16.0,0,2,4.0,0,0,0,0,0
482165_5_2,2009,32,16.0,0,2,4.0,0,0,0,0,0
482166_1_1,2007,71,20.0,1,2,6.0,0,1,0,1,1
482167_1_1,2011,33,5.0,0,1,2.0,0,0,0,0,0
482168_1_1,2014,70,12.0,0,1,6.0,0,0,1,0,1
482168_2_1,1999,52,12.0,0,1,2.0,0,0,0,0,0
482169_1_1,1995,27,21.0,0,2,2.0,0,0,0,0,0
482169_1_2,1995,38,21.0,0,2,2.0,0,0,0,0,0
482169_2_1,2013,35,21.0,0,3,6.0,0,0,1,1,1
482169_2_2,2013,54,21.0,0,3,6.0,0,0,0,1,0
482169_2_3,2013,54,21.0,0,3,6.0,0,0,0,1,0
482170_1_1,2002,30,22.0,0,2,6.0,0,0,1,0,1
482170_1_2,2002,32,22.0,0,2,6.0,0,0,1,0,0
482170_2_1,2002,37,22.0,0,5,6.0,0,0,1,0,1
482170_2_2,2002,17,22.0,0,5,6.0,0,0,1,0,0
482170_2_3,2002,13,22.0,0,5,6.0,0,0,0,0,1
482170_2_4,2002,4,22.0,0,5,6.0,0,0,0,0,1
482170_2_5,2002,13,22.0,0,5,6.0,0,0,0,0,0
482171_2_1,2010,22,12.0,1,1,6.0,0,0,1,0,0
482172_1_1,1998,29,23.0,1,1,6.0,0,1,0,1,1
482173_1_1,2003,18,20.0,0,2,2.0,0,0,0,0,0
482173_1_2,2003,16,20.0,0,2,2.0,0,0,0,0,0
482174_1_1,2015,68,3.0,0,1,6.0,0,0,1,0,1
482174_2_1,2013,23,3.0,0,1,6.0,0,1,1,0,0
482176_1_1,1997,57,22.0,1,1,6.0,0,0,0,0,0
482177_1_1,1998,86,18.0,0,2,6.0,0,0,0,0,1
482177_1_2,1998,74,18.0,0,2,6.0,0,0,0,0,0
482178_1_1,2011,57,20.0,0,1,6.0,0,0,0,0,0
482179_1_1,2001,23,5.0,0,3,6.0,0,0,0,0,1
482179_1_2,2001,19,5.0,0,3,6.0,0,0,0,0,1
482179_1_3,2001,20,5.0,0,3,6.0,0,0,0,0,1
482179_2_1,2001,48,5.0,0,1,6.0,0,0,1,0,0
482181_1_1,2006,36,8.0,0,1,2.0,0,0,0,0,0
482182_1_1,2001,39,8.0,0,1,2.0,0,0,0,0,0
482183_1_1,2005,49,11.0,0,1,2.0,0,0,0,0,0
482183_2_1,2003,49,11.0,0,2,6.0,0,0,1,1,0
482183_2_2,2003,74,11.0,0,2,6.0,0,0,0,1,1
482184_1_1,1994,54,10.0,0,1,6.0,0,1,0,0,1
482186_2_1,2003,24,0.0,0,3,6.0,0,0,1,0,1
482186_2_2,2003,51,0.0,0,3,6.0,0,0,1,0,1
482186_2_3,2003,48,0.0,0,3,6.0,0,0,0,0,1
482187_1_1,1995,56,6.0,0,1,6.0,0,0,0,0,0
482188_1_1,2008,29,18.0,1,3,6.0,0,0,1,0,0
482188_1_2,2008,60,18.0,1,3,6.0,0,0,1,0,0
482188_1_3,2008,18,18.0,1,3,6.0,0,0,0,0,0
482188_2_1,1998,32,18.0,1,4,6.0,0,0,0,0,0
482188_2_2,1998,27,18.0,1,4,6.0,0,0,0,0,0
482188_2_3,1998,16,18.0,1,4,6.0,0,0,0,0,0
482188_2_4,1998,2,18.0,1,4,6.0,0,0,0,0,1
482189_1_1,2014,42,14.0,0,2,2.0,0,0,1,0,0
482189_1_2,2014,19,14.0,0,2,2.0,0,0,1,0,0
482190_1_1,2000,23,5.0,1,1,6.0,0,1,0,0,1
482193_1_1,2008,37,15.0,0,1,6.0,0,0,1,0,0
482193_2_1,2004,64,15.0,0,1,6.0,0,0,1,0,1
482193_3_1,2013,39,15.0,0,1,6.0,0,0,1,0,0
482194_1_1,2002,69,20.0,0,1,6.0,0,1,0,0,1
482196_1_1,1998,18,14.0,0,3,6.0,0,1,0,0,0
482196_1_2,1998,18,14.0,0,3,6.0,0,1,0,0,0
482196_1_3,1998,18,14.0,0,3,6.0,0,1,0,0,1
482197_1_1,2009,21,5.0,1,2,6.0,0,0,1,0,1
482197_1_2,2009,19,5.0,1,2,6.0,0,0,1,0,1
482199_1_1,2011,28,2.0,1,2,6.0,0,0,1,0,0
482199_1_2,2011,25,2.0,1,2,6.0,0,0,1,0,0
482200_1_1,2011,37,5.0,1,1,6.0,0,1,1,1,1
482201_1_1,2005,18,10.0,0,4,6.0,0,1,0,0,0
482201_1_2,2005,15,10.0,0,4,6.0,0,1,0,0,0
482201_1_3,2005,14,10.0,0,4,6.0,0,1,0,0,0
482201_1_4,2005,55,10.0,0,4,6.0,0,1,0,0,1
482202_1_1,2000,29,17.0,1,1,6.0,0,0,1,0,0
482202_2_1,2010,77,17.0,1,3,6.0,0,0,1,0,0
482202_2_2,2010,49,17.0,1,3,6.0,0,0,1,0,0
482202_2_3,2010,76,17.0,1,3,6.0,0,0,1,0,1
482204_1_1,2013,90,11.0,0,1,6.0,0,0,1,0,1
482204_2_1,2015,46,11.0,0,1,6.0,0,0,1,0,0
482205_1_1,2008,22,10.0,0,1,6.0,0,0,1,1,0
482206_2_1,2004,48,11.0,0,2,6.0,0,0,1,0,0
482206_2_2,2004,82,11.0,0,2,6.0,0,0,1,0,1
482208_1_1,2005,23,2.0,1,1,6.0,0,0,0,0,1
482209_1_1,2008,36,0.0,1,3,6.0,0,1,0,0,0
482209_1_2,2008,38,0.0,1,3,6.0,0,1,0,0,0
482209_1_3,2008,38,0.0,1,3,6.0,0,1,0,0,1
482211_1_1,2008,41,4.0,0,5,6.0,0,0,0,0,0
482211_1_2,2008,24,4.0,0,5,6.0,0,0,0,0,0
482211_1_3,2008,25,4.0,0,5,6.0,0,0,0,0,0
482211_1_4,2008,24,4.0,0,5,6.0,0,0,0,0,0
482211_1_5,2008,50,4.0,0,5,6.0,0,0,0,0,0
482212_1_1,2007,24,3.0,1,1,6.0,0,0,1,1,1
482214_1_1,2007,82,14.0,0,1,6.0,0,0,0,0,0
482215_2_1,2007,29,1.0,1,3,6.0,0,0,1,0,0
482215_2_2,2007,29,1.0,1,3,6.0,0,0,1,0,0
482215_2_3,2007,23,1.0,1,3,6.0,0,0,1,0,1
482216_1_1,2014,29,6.0,1,1,6.0,0,0,1,0,1
482216_2_1,2012,42,6.0,1,2,6.0,0,1,1,0,1
482216_2_2,2012,15,6.0,1,2,6.0,0,1,1,0,0
482216_3_1,2014,49,6.0,1,1,6.0,0,0,1,0,0
482217_1_1,2006,18,21.0,0,1,6.0,0,0,1,0,1
482217_2_1,2007,44,21.0,0,2,6.0,0,0,1,0,0
482217_2_2,2007,34,21.0,0,2,6.0,0,0,1,0,0
482218_1_1,2001,46,18.0,0,1,6.0,0,0,1,0,1
482219_1_1,2010,51,7.0,0,1,6.0,0,0,1,0,1
482219_2_1,2007,25,7.0,0,1,6.0,0,0,1,0,0
482220_1_1,2005,27,2.0,1,2,6.0,0,1,1,0,0
482220_1_2,2005,25,2.0,1,2,6.0,0,1,1,0,1
482221_1_1,2005,52,18.0,0,1,6.0,0,0,1,0,1
482221_2_1,2007,25,18.0,0,1,6.0,0,0,1,0,0
482223_1_1,2003,39,22.0,1,1,6.0,0,0,1,0,1
482223_2_1,2005,43,22.0,1,1,6.0,0,0,1,0,0
482224_1_1,2006,23,19.0,1,1,2.0,0,1,0,0,1
482228_1_1,1996,65,21.0,0,1,0.0,0,0,0,0,0
482229_1_1,2005,49,14.0,0,1,4.0,0,0,0,0,0
482230_1_1,2002,72,15.0,0,1,6.0,0,0,1,0,0
482230_2_1,2001,36,15.0,0,1,6.0,0,1,0,0,1
482231_1_1,2004,56,15.0,0,1,6.0,0,0,1,0,1
482231_2_1,2013,29,15.0,0,1,6.0,0,0,0,0,0
482232_1_1,2013,63,12.0,0,1,6.0,0,0,1,0,0
482233_1_1,2005,43,16.0,0,1,6.0,0,0,1,0,1
482233_2_1,2011,33,16.0,0,1,6.0,0,0,0,0,0
482234_1_1,2013,47,15.0,0,1,6.0,0,0,0,1,0
482234_2_1,2010,46,15.0,0,1,6.0,0,0,1,0,1
482234_3_1,2012,42,15.0,0,1,6.0,0,0,0,0,0
482235_1_1,2005,41,7.0,0,4,6.0,0,1,1,0,1
482235_1_2,2005,10,7.0,0,4,6.0,0,1,1,0,0
482235_1_3,2005,12,7.0,0,4,6.0,0,1,0,0,0
482235_1_4,2005,5,7.0,0,4,6.0,0,1,0,0,0
482236_1_1,2013,21,15.0,0,1,6.0,0,0,0,0,0
482236_2_1,2012,31,15.0,0,5,6.0,0,0,1,0,1
482236_2_2,2012,6,15.0,0,5,6.0,0,0,1,0,0
482236_2_3,2012,7,15.0,0,5,6.0,0,0,1,0,0
482236_2_4,2012,11,15.0,0,5,6.0,0,0,1,0,0
482236_2_5,2012,8,15.0,0,5,6.0,0,0,1,0,0
482240_1_1,2006,28,6.0,0,1,6.0,0,0,1,0,1
482240_2_1,2015,39,6.0,0,1,6.0,0,0,1,0,0
482241_1_1,2008,33,7.0,0,4,2.0,0,0,0,0,0
482241_1_2,2008,3,7.0,0,4,2.0,0,0,0,0,0
482241_1_3,2008,2,7.0,0,4,2.0,0,0,0,0,0
482241_1_4,2008,0,7.0,0,4,2.0,0,0,0,0,0
482242_1_1,2004,20,13.0,1,1,6.0,0,0,1,0,0
482243_1_1,2013,49,15.0,0,1,6.0,0,0,1,1,0
482243_2_1,2012,28,15.0,0,7,6.0,0,1,1,0,0
482243_2_2,2012,29,15.0,0,7,6.0,0,1,1,0,0
482243_2_3,2012,25,15.0,0,7,6.0,0,1,1,0,0
482243_2_4,2012,23,15.0,0,7,6.0,0,1,1,0,1
482243_2_5,2012,1,15.0,0,7,6.0,0,1,1,0,0
482243_2_6,2012,8,15.0,0,7,6.0,0,1,0,0,0
482243_2_7,2012,4,15.0,0,7,6.0,0,1,1,0,0
482245_1_1,2002,74,22.0,1,2,6.0,0,0,0,0,0
482245_1_2,2002,70,22.0,1,2,6.0,0,0,0,0,1
482245_2_1,2011,26,22.0,1,1,6.0,0,0,1,1,0
482246_1_1,1974,18,1.0,1,2,6.0,0,1,0,1,0
482246_1_2,1974,19,1.0,1,2,6.0,0,1,0,1,1
482247_1_1,2005,41,6.0,0,1,2.0,0,0,0,0,0
482248_1_1,2015,36,0.0,0,3,2.0,0,0,0,0,0
482248_1_2,2015,55,0.0,0,3,2.0,0,0,0,0,0
482248_1_3,2015,35,0.0,0,3,2.0,0,0,0,0,0
482249_1_1,2006,68,19.0,0,1,6.0,0,0,1,1,1
482250_1_1,2000,60,22.0,0,1,6.0,0,0,0,0,0
482251_1_1,1997,53,1.0,0,1,6.0,0,1,0,0,1
482252_1_2,2002,7,1.0,1,2,6.0,0,0,1,1,1
482253_1_1,2005,29,6.0,0,1,6.0,0,1,1,0,1
482253_2_1,2011,24,6.0,0,1,6.0,0,0,1,0,1
482254_2_1,2009,57,6.0,0,1,6.0,1,0,0,0,1
482259_1_1,2001,20,1.0,1,1,6.0,0,0,0,1,1
482260_1_1,2004,19,14.0,0,1,2.0,0,0,0,0,0
482261_1_1,2015,75,20.0,0,2,2.0,0,0,0,0,0
482261_1_2,2015,71,20.0,0,2,2.0,0,0,0,0,0
482262_1_1,2007,22,3.0,1,1,6.0,0,0,1,0,1
482263_4_1,2014,31,21.0,0,1,6.0,0,0,1,0,0
482265_1_1,1996,28,23.0,0,1,6.0,0,0,1,0,0
482265_2_1,2006,69,23.0,0,3,6.0,0,0,1,0,1
482265_2_2,2006,55,23.0,0,3,6.0,0,0,1,0,0
482265_2_3,2006,77,23.0,0,3,6.0,0,0,0,0,0
482268_1_1,2011,22,3.0,1,1,6.0,0,0,1,0,1
482268_2_1,1986,32,3.0,1,1,2.0,0,0,0,0,0
482269_1_1,2005,53,13.0,1,1,6.0,0,0,1,0,1
482270_1_1,2010,36,1.0,2,1,2.0,0,0,1,1,0
482271_2_1,2007,27,13.0,0,1,6.0,1,0,0,1,1
482272_2_1,2003,49,17.0,1,5,2.0,0,0,0,0,0
482272_2_2,2003,51,17.0,1,5,2.0,0,0,0,0,0
482272_2_3,2003,70,17.0,1,5,2.0,0,0,0,0,0
482272_2_4,2003,12,17.0,1,5,2.0,0,0,0,0,0
482272_2_5,2003,16,17.0,1,5,2.0,0,0,0,0,0
482273_1_1,2012,59,23.0,0,1,6.0,0,0,1,0,1
482274_2_1,2011,68,19.0,0,1,2.0,0,0,0,0,0
482275_1_1,2013,38,6.0,0,1,6.0,0,0,0,0,0
482276_1_1,2011,32,16.0,0,2,6.0,0,0,0,0,0
482276_1_2,2011,19,16.0,0,2,6.0,0,0,0,0,0
482277_1_1,2001,64,17.0,0,1,6.0,0,1,0,0,1
482279_1_1,2003,58,5.0,0,1,4.0,0,0,0,0,0
482281_1_1,2005,57,12.0,1,1,6.0,0,1,0,0,1
482284_1_1,2003,31,4.0,0,2,6.0,0,0,1,0,0
482284_1_2,2003,31,4.0,0,2,6.0,0,0,1,0,1
482286_1_1,2005,39,17.0,0,1,4.0,1,0,0,0,1
482287_1_1,2008,40,7.0,0,1,6.0,0,0,1,0,1
482287_2_1,2010,57,7.0,0,1,6.0,0,1,0,0,0
482290_1_1,2000,25,20.0,0,1,4.0,0,0,0,0,0
482290_2_1,2007,38,20.0,0,1,6.0,1,0,0,1,1
482292_1_1,2016,67,8.0,0,1,6.0,0,0,1,0,1
482292_2_1,2002,53,8.0,0,1,6.0,0,0,1,0,0
482293_1_1,1993,32,13.0,0,3,6.0,0,0,0,0,1
482293_1_2,1993,5,13.0,0,3,6.0,0,0,0,0,0
482293_1_3,1993,6,13.0,0,3,6.0,0,0,0,0,1
482293_2_1,2003,44,13.0,0,3,6.0,0,0,1,0,0
482293_2_2,2003,50,13.0,0,3,6.0,0,0,1,0,0
482293_2_3,2003,10,13.0,0,3,6.0,0,0,1,0,1
482294_1_1,1996,36,16.0,0,5,2.0,0,0,0,0,0
482294_1_2,1996,33,16.0,0,5,2.0,0,0,0,0,0
482294_1_3,1996,13,16.0,0,5,2.0,0,0,0,0,0
482294_1_4,1996,11,16.0,0,5,2.0,0,0,0,0,0
482294_1_5,1996,14,16.0,0,5,2.0,0,0,0,0,0
482295_1_1,2001,26,4.0,1,1,6.0,0,1,0,1,1
482295_2_1,2005,55,4.0,1,1,6.0,0,0,0,0,0
482297_1_1,1997,19,5.0,0,1,6.0,0,0,0,0,0
482298_1_1,1979,46,20.0,0,1,4.0,0,0,0,1,1
482299_2_1,2011,58,10.0,0,2,6.0,0,0,0,0,0
482299_2_2,2011,57,10.0,0,2,6.0,0,0,0,0,0
482300_1_1,1999,28,20.0,1,1,4.0,0,0,0,0,0
482301_1_1,1997,67,9.0,0,1,6.0,0,1,0,0,1
482302_1_1,1997,60,23.0,1,1,6.0,0,1,1,0,1
482303_1_1,1999,63,22.0,1,2,6.0,0,1,0,0,0
482303_1_2,1999,43,22.0,1,2,6.0,0,1,1,0,1
482304_1_1,2001,30,14.0,0,2,6.0,0,0,1,1,1
482304_1_2,2001,12,14.0,0,2,6.0,0,0,1,1,0
482305_1_1,2003,35,15.0,0,1,6.0,0,0,0,0,0
482306_2_1,2014,44,13.0,0,2,6.0,0,1,1,0,1
482306_2_2,2014,45,13.0,0,2,6.0,0,1,1,0,1
482307_1_1,2000,52,9.0,0,1,6.0,0,1,1,0,0
482307_2_1,2007,64,9.0,0,1,6.0,0,0,1,0,1
482309_1_1,2007,55,22.0,0,1,2.0,0,0,0,0,0
482311_1_1,2007,46,20.0,0,1,4.0,0,0,0,0,0
482311_2_1,2014,30,20.0,0,3,2.0,0,0,0,0,0
482311_2_2,2014,11,20.0,0,3,2.0,0,0,0,0,0
482311_2_3,2014,9,20.0,0,3,2.0,0,0,0,0,0
482312_1_1,2011,31,8.0,0,2,6.0,0,1,1,0,0
482312_1_2,2011,26,8.0,0,2,6.0,0,1,1,0,1
482314_1_1,2014,51,1.0,0,2,6.0,0,1,1,1,1
482315_1_1,2011,31,12.0,0,1,6.0,0,1,0,1,1
482317_2_1,2005,43,6.0,0,2,6.0,0,0,0,0,0
482317_2_2,2005,26,6.0,0,2,6.0,0,0,0,0,0
482318_1_1,2014,25,0.0,0,1,2.0,1,0,0,1,1
482319_1_1,2004,32,7.0,0,1,6.0,0,0,1,1,1
482319_2_1,2009,36,7.0,0,1,2.0,0,0,0,0,0
482320_1_1,2015,54,19.0,0,1,6.0,1,0,0,1,1
482322_1_1,2008,26,2.0,1,1,6.0,0,1,0,1,1
482324_2_1,2001,55,7.0,0,1,6.0,0,0,0,0,0
482326_2_1,2011,51,8.0,0,1,2.0,0,0,0,0,0
482327_1_1,1999,33,6.0,0,1,6.0,0,0,0,0,1
482327_2_1,1999,27,6.0,0,1,2.0,0,0,0,1,0
482327_3_1,2012,26,6.0,0,1,2.0,0,0,0,0,0
482328_1_1,2001,25,13.0,0,1,6.0,1,0,0,1,1
